SIC Code,SIC Description,NAICS Code,NAICS Description
4493,Marinas,713930,Marinas
7991,Physical Fitness Facilities,713940,Fitness and Recreational Sports Centers
7997,Membership Sports and Recreation Clubs,713940,Fitness and Recreational Sports Centers
7999,"Amusement and Recreation, Nec",713940,Fitness and Recreational Sports Centers
7933,Bowling Centers,713950,Bowling Centers
7911,"Dance Studios, Schools, and Halls",713990,All Other Amusement and Recreation Industries
7993,Coin-operated Amusement Devices,713990,All Other Amusement and Recreation Industries
7997,Membership Sports and Recreation Clubs,713990,All Other Amusement and Recreation Industries
7999,"Amusement and Recreation, Nec",713990,All Other Amusement and Recreation Industries
7011,Hotels and Motels,721110,Hotels (except Casino Hotels) and Motels
7041,Membership-basis Organization Hotels,721110,Hotels (except Casino Hotels) and Motels
7011,Hotels and Motels,721120,Casino Hotels
7011,Hotels and Motels,721191,Bed-and-Breakfast Inns
7011,Hotels and Motels,721199,All Other Traveler Accommodation
7033,Trailer Parks and Campsites,721211,RV (Recreational Vehicle) Parks and Campgrounds
7032,Sporting and Recreational Camps,721214,Recreational and Vacation Camps (except Campgrounds)
7021,Rooming and Boarding Houses,721310,"Rooming and Boarding Houses, Dormitories, and Workers' Camps"
7041,Membership-basis Organization Hotels,721310,"Rooming and Boarding Houses, Dormitories, and Workers' Camps"
4789,"Transportation Services, Nec",722310,Food Service Contractors
5812,Eating Places,722310,Food Service Contractors
5812,Eating Places,722320,Caterers
5963,Direct Selling Establishments,722330,Mobile Food Services
5813,Drinking Places,722410,Drinking Places (Alcoholic Beverages)
5812,Eating Places,722511,Full-Service Restaurants
5812,Eating Places,722513,Limited-Service Restaurants
5812,Eating Places,722514,"Cafeterias, Grill Buffets, and Buffets"
5461,Retail Bakeries,722515,Snack and Nonalcoholic Beverage Bars
5812,Eating Places,722515,Snack and Nonalcoholic Beverage Bars
7538,General Automotive Repair Shops,811111,General Automotive Repair
7533,Auto Exhaust System Repair Shops,811112,Automotive Exhaust System Repair
7537,Automotive Transmission Repair Shops,811113,Automotive Transmission Repair
7539,"Automotive Repair Shops, Nec",811118,Other Automotive Mechanical and Electrical Repair and Maintenance
7532,Top and Body Repair and Paint Shops,811121,"Automotive Body, Paint, and Interior Repair and Maintenance"
7536,Automotive Glass Replacement Shops,811122,Automotive Glass Replacement Shops
7549,"Automotive Services, Nec",811122,Automotive Glass Replacement Shops
7549,"Automotive Services, Nec",811191,Automotive Oil Change and Lubrication Shops
7542,Carwashes,811192,Car Washes
7534,Tire Retreading and Repair Shops,811198,All Other Automotive Repair and Maintenance
7539,"Automotive Repair Shops, Nec",811198,All Other Automotive Repair and Maintenance
7549,"Automotive Services, Nec",811198,All Other Automotive Repair and Maintenance
7622,Radio and Television Repair,811211,Consumer Electronics Repair and Maintenance
7629,Electrical Repair Shops,811211,Consumer Electronics Repair and Maintenance
7699,"Repair Services, Nec",811211,Consumer Electronics Repair and Maintenance
7378,Computer Maintenance and Repair,811212,Computer and Office Machine Repair and Maintenance
7629,Electrical Repair Shops,811212,Computer and Office Machine Repair and Maintenance
7699,"Repair Services, Nec",811212,Computer and Office Machine Repair and Maintenance
7622,Radio and Television Repair,811213,Communication Equipment Repair and Maintenance
7629,Electrical Repair Shops,811213,Communication Equipment Repair and Maintenance
7629,Electrical Repair Shops,811219,Other Electronic and Precision Equipment Repair and Maintenance
7699,"Repair Services, Nec",811219,Other Electronic and Precision Equipment Repair and Maintenance
7623,Refrigeration Service and Repair,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance
7692,Welding Repair,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance
7694,Armature Rewinding Shops,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance
7699,"Repair Services, Nec",811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance
7699,"Repair Services, Nec",811411,Home and Garden Equipment Repair and Maintenance
7623,Refrigeration Service and Repair,811412,Appliance Repair and Maintenance
7629,Electrical Repair Shops,811412,Appliance Repair and Maintenance
7699,"Repair Services, Nec",811412,Appliance Repair and Maintenance
4581,"Airports, Flying Fields, and Services",811420,Reupholstery and Furniture Repair
7641,Reupholstery and Furniture Repair,811420,Reupholstery and Furniture Repair
7251,Shoe Repair and Shoeshine Parlors,811430,Footwear and Leather Goods Repair
7699,"Repair Services, Nec",811430,Footwear and Leather Goods Repair
3732,Boatbuilding and Repairing,811490,Other Personal and Household Goods Repair and Maintenance
7219,"Laundry and Garment Services, Nec",811490,Other Personal and Household Goods Repair and Maintenance
7631,"Watch, Clock, and Jewelry Repair",811490,Other Personal and Household Goods Repair and Maintenance
7699,"Repair Services, Nec",811490,Other Personal and Household Goods Repair and Maintenance
7241,Barber Shops,812111,Barber Shops
7231,Beauty Shops,812112,Beauty Salons
7231,Beauty Shops,812113,Nail Salons
7299,Miscellaneous Personal Services,812191,Diet and Weight Reducing Centers
7299,Miscellaneous Personal Services,812199,Other Personal Care Services
7261,Funeral Service and Crematories,812210,Funeral Homes and Funeral Services
6531,Real Estate Agents and Managers,812220,Cemeteries and Crematories
6553,Cemetery Subdividers and Developers,812220,Cemeteries and Crematories
7261,Funeral Service and Crematories,812220,Cemeteries and Crematories
7215,Coin-operated Laundries and Cleaning,812310,Coin-Operated Laundries and Drycleaners
7211,"Power Laundries, Family and Commercial",812320,Drycleaning and Laundry Services (except Coin-Operated)
7212,Garment Pressing and Cleaners' Agents,812320,Drycleaning and Laundry Services (except Coin-Operated)
7216,"Drycleaning Plants, Except Rugs",812320,Drycleaning and Laundry Services (except Coin-Operated)
7219,"Laundry and Garment Services, Nec",812320,Drycleaning and Laundry Services (except Coin-Operated)
7251,Shoe Repair and Shoeshine Parlors,812320,Drycleaning and Laundry Services (except Coin-Operated)
7389,"Business Services, Nec",812320,Drycleaning and Laundry Services (except Coin-Operated)
7213,Linen Supply,812331,Linen Supply
7219,"Laundry and Garment Services, Nec",812331,Linen Supply
7218,Industrial Launderers,812332,Industrial Launderers
752,Animal Specialty Services,812910,Pet Care (except Veterinary) Services
7384,Photofinish Laboratories,812921,Photofinishing Laboratories (except One-Hour)
7384,Photofinish Laboratories,812922,One-Hour Photofinishing
7299,Miscellaneous Personal Services,812930,Parking Lots and Garages
7521,Automobile Parking,812930,Parking Lots and Garages
4899,"Communication Services, Nec",812990,All Other Personal Services
7251,Shoe Repair and Shoeshine Parlors,812990,All Other Personal Services
7299,Miscellaneous Personal Services,812990,All Other Personal Services
7389,"Business Services, Nec",812990,All Other Personal Services
7999,"Amusement and Recreation, Nec",812990,All Other Personal Services
8661,Religious Organizations,813110,Religious Organizations
6732,"Trusts: Educational, Religious, Etc.",813211,Grantmaking Foundations
8399,"Social Services, Nec",813212,Voluntary Health Organizations
8399,"Social Services, Nec",813219,Other Grantmaking and Giving Services
8399,"Social Services, Nec",813311,Human Rights Organizations
8399,"Social Services, Nec",813312,"Environment, Conservation and Wildlife Organizations"
8699,"Membership Organizations, Nec",813312,"Environment, Conservation and Wildlife Organizations"
8399,"Social Services, Nec",813319,Other Social Advocacy Organizations
8641,Civic and Social Associations,813319,Other Social Advocacy Organizations
8641,Civic and Social Associations,813410,Civic and Social Organizations
8699,"Membership Organizations, Nec",813410,Civic and Social Organizations
8611,Business Associations,813910,Business Associations
8699,"Membership Organizations, Nec",813910,Business Associations
8621,Professional Organizations,813920,Professional Organizations
8631,Labor Organizations,813930,Labor Unions and Similar Labor Organizations
8651,Political Organizations,813940,Political Organizations
6531,Real Estate Agents and Managers,813990,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)"
8641,Civic and Social Associations,813990,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)"
8699,"Membership Organizations, Nec",813990,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)"
8811,,814110,Private Households
9111,Executive Offices,921110,Executive Offices
9121,Legislative Bodies,921120,Legislative Bodies
9311,"Finance, Taxation, and Monetary Policy",921130,Public Finance Activities
9131,Executive and Legislative Combined,921140,"Executive and Legislative Offices, Combined"
8641,Civic and Social Associations,921150,American Indian and Alaska Native Tribal Governments
9199,"General Government, Nec",921190,Other General Government Support
9211,Courts,922110,Courts
9221,Police Protection,922120,Police Protection
9222,Legal Counsel and Prosecution,922130,Legal Counsel and Prosecution
9223,Correctional Institutions,922140,Correctional Institutions
8322,Individual and Family Services,922150,Parole Offices and Probation Offices
9224,Fire Protection,922160,Fire Protection
9229,"Public Order and Safety, Nec",922190,"Other Justice, Public Order, and Safety Activities"
9411,Administration of Educational Programs,923110,Administration of Education Programs
9431,Administration of Public Health Programs,923120,Administration of Public Health Programs
9441,Administration of Social and Manpower Programs,923130,"Administration of Human Resource Programs (except Education, Public Health, and Veterans' Affairs Programs)"
9451,Administration of Veterans' Affairs,923140,Administration of Veterans' Affairs
9511,"Air, Water, and Solid Waste Management",924110,Administration of Air and Water Resource and Solid Waste Management Programs
9512,"Land, Mineral, and Wildlife Conservation",924120,Administration of Conservation Programs
9531,Housing Programs,925110,Administration of Housing Programs
9532,Urban and Community Development,925120,Administration of Urban Planning and Community and Rural Development
9611,Administration of General Economic Programs,926110,Administration of General Economic Programs
9621,"Regulation, Administration of Transportation",926120,Regulation and Administration of Transportation Programs
9631,"Regulation, Administration of Utilities",926130,"Regulation and Administration of Communications, Electric, Gas, and Other Utilities"
9641,Regulation of Agricultural Marketing,926140,Regulation of Agricultural Marketing and Commodities
9651,"Regulation, Miscellaneous Commercial Sectors",926150,"Regulation, Licensing, and Inspection of Miscellaneous Commercial Sectors"
9661,Space Research and Technology,927110,Space Research and Technology
