Code,Cross-Reference
713990,"Establishments primarily engaged in operating resorts where recreational facilities are combined with lodging are classified in Industry Group 7211, Traveler Accommodation;"
713990,"Establishments primarily engaged in operating marinas are classified in Industry 713930, Marinas;"
713990,"Establishments primarily engaged in operating fitness and recreational sports centers are classified in Industry 713940, Fitness and Recreational Sports Centers;"
713990,"Establishments primarily engaged in operating bowling centers are classified in Industry 713950, Bowling Centers;"
713990,"Establishments primarily engaged in operating instructional camps, such as sports camps, fine arts camps, and computer camps, are classified in Sector 61, Educational Services, based on the nature of instruction;"
713990,"Independent athletes engaged in participating in sporting events before a paying audience are classified in U.S. Industry 711219, Other Spectator Sports;"
713990,"Independent athletes engaged in providing sports instruction without participating in sporting events before a paying audience are classified in Industry 611620, Sports and Recreation Instruction;"
713990,"Independent athletes exclusively engaged in endorsing products or making speeches are classified in Industry 711510, Independent Artists, Writers, and Performers;"
713990,"Establishments primarily engaged in providing scenic and sightseeing transportation are classified in Subsector 487, Scenic and Sightseeing Transportation;"
713990,"Aviation clubs primarily engaged in providing specialty air and flying services are classified in U.S. Industry 481219, Other Nonscheduled Air Transportation;"
713990,"Aviation clubs primarily engaged in advocating social and political causes are classified in U.S. Industry 813319, Other Social Advocacy Organizations; and"
713990,"Amateur, semiprofessional, or professional athletic associations or leagues are classified in Industry 813990, Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)."
721110,"Providing short-term lodging with a casino on the premises--are classified in Industry 721120, Casino Hotels; and"
721110,"Providing short-term lodging in facilities known as bed-and-breakfast inns, youth hostels, housekeeping cabins and cottages, and tourist homes--are classified in Industry 72119, Other Traveler Accommodation."
721120,"Providing short-term lodging in facilities known as hotels and motels that provide limited gambling activities, such as slot machines, without a casino on the premises--are classified in Industry 721110, Hotels (except Casino Hotels) and Motels; and"
721120,"Operating stand-alone casinos--are classified in Industry 713210, Casinos (except Casino Hotels)."
72119,"Providing short-term lodging in facilities known as hotels without a casino on the premises--are classified in Industry 72111, Hotels (except Casino Hotels) and Motels; and"
72119,"Providing short-term lodging in facilities known as hotels with a casino on the premises--are classified in Industry 72112, Casino Hotels."
721199,"Providing short-term lodging in facilities known as hotels without a casino on the premises--are classified in Industry 721110, Hotels (except Casino Hotels) and Motels;"
721199,"Providing short-term lodging in facilities known as hotels with a casino on the premises--are classified in Industry 721120, Casino Hotels; and"
721199,"Providing short-term lodging in establishments known as bed-and-breakfast inns--are classified in U.S. Industry 721191, Bed-and-Breakfast Inns."
